2492,4229,5947,7669
2209,4099,5908,7731
2700,4926,7589,9677
4053,7740,10787,15271
4339,7875,11589,15356
5825,10322,14666,19260
3604,6637,9735,13083
6476,11852,17158,21224
6799,11660,16965,21706
9057,13550,21483,25256
