1285,2967,4641,6310,8183,9786,11453,12886
1136,2685,4257,5757,7205,8440,9885,11257
1025,2083,3419,4650,5969,7177,8435,9421
2124,3628,5878,7464,9924,11903,14524,16193
2010,3463,5544,6996,9260,11102,13651,15246
2121,3182,4580,5708,7762,9160,10837,12027
2536,4180,5903,7367,9368,11267,13147,14553
1350,2850,4323,5523,7072,8499,10064,11467
7501,9804,12550,15095,18249,20622,24091,27101
