6819,13279,19875,26715
8713,17250,25617,34454
9438,18900,27644,36477
9589,18474,27797,37079
9170,18308,26439,35524
8816,17223,24991,33320
7634,14600,21862,29724
30247,58298,86456,115812
15757,30898,45221,60616
28786,58912,88653,119235
