1893,2980,4433,5521
5430,9647,13905,18116
4733,8421,12031,15594
2367,4164,6014,7852
3873,6989,10051,13150
3401,6164,9180,11990
4919,8975,13112,17263
4342,8013,11967,15248
5067,9808,14139,18680
4066,7732,11471,15339
