2722,4567,6628,8305
3149,5557,8021,10436
3208,5698,8156,10551
5427,9564,13805,17989
7359,13100,18730,24473
7739,14160,20521,27019
7249,13865,19612,27379
6347,12247,17390,24626
6404,12146,16518,24024
3927,7923,12428,16895
