960,1766,2655,3886,4987,6030,7334,8604
1180,2353,3132,4472,5334,6588,7448,8753
812,1631,2140,3070,3599,4472,4958,5841
1629,3266,4265,6129,7203,8870,9913,11722
1601,3210,4179,6031,7058,8769,9787,11597
1727,3219,4335,6081,7248,8929,10120,11804
1628,3089,4562,5996,7463,8993,10493,12070
1065,1934,2796,3661,4487,5370,6284,7151
1997,3409,4891,6332,7804,9299,10824,12387
927,1841,2721,3866,5131,6563,8283,9420
