2489,5142,8076,11461
2851,5285,7864,10702
2921,5402,8053,10922
2852,5345,8089,10980
2791,5099,7661,10322
2190,4066,6071,8405
2670,5203,7980,10463
2302,4304,6673,8796
3802,7292,10951,14876
3931,6712,9665,12824
