2655,4629,6710,8740
1980,3938,5929,7955
2347,4471,6652,8963
1752,3379,5037,6729
1885,3690,5499,7320
2830,5255,7787,10174
4496,8271,12042,15577
3695,6876,10019,13055
2195,4136,6082,7996
3902,7208,10412,13538
