496,578,783,958,1162,1341,1521,1758
277,396,608,779,1098,1288,1457,1722
328,452,629,736,1004,1187,1365,1609
384,441,495,578,713,790,863,972
381,439,492,573,707,784,855,972
384,442,495,579,714,792,866,971
381,439,492,573,706,783,856,971
381,440,492,574,706,782,854,970
533,615,689,819,1014,1143,1239,1365
671,775,875,998,1118,1226,1310,1478
