641,1207,1714,2315
728,1351,1936,2563
1132,2029,2989,3908
1152,2031,3055,3844
2584,4403,6296,8240
3115,5286,7557,9897
3129,5279,7556,9892
2601,4401,6302,8252
2907,4703,6719,8643
2280,4352,6288,8388
