1119,1673,2216,2682
633,1105,1732,2189
801,1422,2017,2629
547,991,1408,1858
678,1124,1580,2005
1028,1661,2315,2951
1930,2893,3688,4528
1796,2615,3429,4094
1352,1938,2491,3066
1969,2792,3613,4347
