1734,2674,3978,4972
3430,6047,8684,11260
2392,4268,6154,8034
5394,9548,13787,18008
3883,6895,9935,12907
3151,5553,8026,10499
6653,12155,17831,23461
5702,10802,16105,21267
2106,4203,6292,8388
1992,3624,5647,7164
