2751,5520,8332,11185
3448,6884,10391,14047
1795,3511,5224,6994
5184,9963,14888,19712
2154,3690,5774,7325
2599,4779,7264,9461
2915,5369,8079,10306
3218,5740,8823,11333
2020,3537,5314,7012
4603,7516,10639,13139
