2158,3652,5173,6707,8253,9817,11375,12927
1610,3202,4792,6366,7940,9464,11038,12610
1897,3596,5285,6975,8703,10382,12113,13795
1339,2554,3757,4966,6209,7400,8611,9817
1774,3327,4897,6405,7964,9463,11013,12523
2398,4057,5727,7454,9209,10784,12468,14085
3642,5860,8283,10803,13262,15517,18059,20214
3242,5240,7213,9046,11129,13133,15021,16937
2479,3981,5578,7097,8672,10193,11759,13298
3398,5440,7443,9494,11619,13637,15669,17664
