1249,1876,2385,3002,3455,4425,5038,5584
1742,3193,4314,5729,6814,8244,9691,10783
1272,2379,3186,4220,5010,6072,7157,7945
2554,4683,6256,8265,9783,11868,13992,15505
2555,4683,6259,8271,9788,11872,14000,15509
2765,5000,6854,9009,10832,13225,15463,17275
2469,4745,6626,8891,10779,13091,15353,17354
1610,3162,4147,5673,6656,8182,9657,10686
1551,2829,4110,5638,6728,8337,9712,10999
1279,2195,3133,3986,4955,5867,6764,7650
