8479,16627,24921,33268
11856,22772,33511,45826
11511,22618,32732,44161
11813,22475,33649,45230
11592,22076,32800,43779
10171,19756,29438,39077
13235,25938,38663,51223
11279,22574,33832,44681
13924,28480,43393,57965
11707,22493,34448,46057
